,id,datum,m01ab,m01ae,n02ba,n02be,n05b,n05c,r03,r06,year,Drug Classification
220,2827,2014-10-08,4.0,0.34,4.0,3.0,4.0,0.0,0.0,2.0,2014,Musculo-Skeletal System Drugs
221,2828,2014-11-08,8.0,5.36,9.2,20.0,18.0,0.0,0.0,2.0,2014,Musculo-Skeletal System Drugs
222,2829,2014-12-08,0.0,1.36,4.5,10.0,8.0,1.0,0.0,4.6,2014,Musculo-Skeletal System Drugs
223,2830,2014-08-13,1.34,3.34,1.0,20.3,11.0,0.0,0.0,7.0,2014,Musculo-Skeletal System Drugs
224,2831,2014-08-14,4.0,2.34,6.0,14.4,13.0,0.0,0.0,6.0,2014,Musculo-Skeletal System Drugs
225,2832,2014-08-15,4.34,4.02,7.0,13.2,15.0,2.0,3.0,2.0,2014,Musculo-Skeletal System Drugs
226,2833,2014-08-16,8.0,2.43,5.0,19.0,27.0,2.0,0.0,1.0,2014,Musculo-Skeletal System Drugs
227,2834,2014-08-17,0.34,0.68,2.0,6.5,7.0,0.0,0.0,1.0,2014,Musculo-Skeletal System Drugs
228,2835,2014-08-18,4.34,6.0,3.1,16.5,21.0,3.0,10.0,2.0,2014,Musculo-Skeletal System Drugs
229,2836,2014-08-19,11.34,6.35,5.0,16.1,13.0,1.0,3.0,1.1,2014,Musculo-Skeletal System Drugs
230,2837,2014-08-20,5.34,5.34,1.4,9.0,10.0,2.0,0.0,1.0,2014,Musculo-Skeletal System Drugs
231,2838,2014-08-21,3.0,1.0,2.0,18.0,16.0,1.0,0.0,2.2,2014,Musculo-Skeletal System Drugs
232,2839,2014-08-22,6.34,1.34,5.0,19.0,15.0,0.0,0.0,1.0,2014,Musculo-Skeletal System Drugs
233,2840,2014-08-23,3.0,3.02,1.0,25.6,5.0,0.0,0.0,4.0,2014,Musculo-Skeletal System Drugs
234,2841,2014-08-24,3.0,2.175,3.0,7.0,12.0,0.0,1.0,0.0,2014,Musculo-Skeletal System Drugs
235,2842,2014-08-25,4.01,3.175,3.0,21.2,21.0,0.0,0.0,0.0,2014,Musculo-Skeletal System Drugs
236,2843,2014-08-26,2.34,5.34,3.0,31.0,14.0,1.0,1.0,3.0,2014,Musculo-Skeletal System Drugs
237,2844,2014-08-27,3.34,8.02,4.0,21.0,14.0,0.0,0.0,3.0,2014,Musculo-Skeletal System Drugs
238,2845,2014-08-28,2.34,5.36,6.0,32.67,19.0,0.0,4.0,0.0,2014,Musculo-Skeletal System Drugs
239,2846,2014-08-29,6.34,3.68,5.0,26.28,18.0,1.0,0.0,3.0,2014,Musculo-Skeletal System Drugs
240,2847,2014-08-30,3.68,3.02,7.0,13.0,13.0,1.0,0.0,4.0,2014,Musculo-Skeletal System Drugs
241,2848,2014-08-31,0.0,2.68,1.0,15.0,13.0,0.0,7.0,2.0,2014,Musculo-Skeletal System Drugs
242,2849,2014-01-09,3.34,1.715,1.0,15.5,15.0,0.0,0.0,5.5,2014,Musculo-Skeletal System Drugs
243,2850,2014-02-09,2.34,4.68,5.2,20.14,7.0,0.0,2.0,3.0,2014,Musculo-Skeletal System Drugs
244,2851,2014-03-09,7.0,6.34,4.0,22.18,12.0,0.0,2.0,3.0,2014,Musculo-Skeletal System Drugs
245,2852,2014-04-09,5.68,5.34,3.0,17.6,21.0,1.0,0.0,1.0,2014,Musculo-Skeletal System Drugs
246,2853,2014-05-09,4.0,0.779,3.0,15.6,15.0,2.0,0.0,2.0,2014,Musculo-Skeletal System Drugs
247,2854,2014-06-09,5.34,5.0,2.4,15.7,30.0,2.0,5.0,3.1,2014,Musculo-Skeletal System Drugs
248,2855,2014-07-09,2.0,5.515,5.0,7.0,9.0,0.0,0.0,1.0,2014,Musculo-Skeletal System Drugs
249,2856,2014-08-09,1.0,5.36,3.5,20.8,15.0,0.0,1.0,4.0,2014,Musculo-Skeletal System Drugs
250,2857,2014-09-09,6.34,2.34,4.0,29.2,17.0,0.0,2.0,1.2,2014,Musculo-Skeletal System Drugs
251,2858,2014-10-09,4.34,3.34,3.5,37.8,12.0,0.0,0.0,1.0,2014,Musculo-Skeletal System Drugs
252,2859,2014-11-09,0.0,1.34,4.0,32.2,15.0,0.0,10.0,0.0,2014,Musculo-Skeletal System Drugs
253,2860,2014-12-09,2.68,2.67,1.0,20.0,19.0,0.0,8.0,1.0,2014,Musculo-Skeletal System Drugs
254,2861,2014-09-13,3.0,5.36,4.4,56.85,20.0,0.0,1.0,3.0,2014,Musculo-Skeletal System Drugs
255,2862,2014-09-14,1.34,2.0,2.0,19.5,6.0,0.0,6.0,0.0,2014,Musculo-Skeletal System Drugs
256,2863,2014-09-15,1.34,3.0,5.4,28.2,9.0,0.0,1.0,0.0,2014,Musculo-Skeletal System Drugs
257,2864,2014-09-16,4.0,2.68,0.0,59.3,13.0,0.0,0.0,0.0,2014,Musculo-Skeletal System Drugs
258,2865,2014-09-17,2.34,6.0,4.0,39.6,11.0,2.0,19.0,4.0,2014,Musculo-Skeletal System Drugs
259,2866,2014-09-18,3.0,2.02,1.0,44.0,7.0,0.0,0.0,1.0,2014,Musculo-Skeletal System Drugs
260,2867,2014-09-19,2.0,4.34,7.8,23.0,8.0,0.0,22.0,0.0,2014,Musculo-Skeletal System Drugs
261,2868,2014-09-20,4.34,1.855,4.5,20.6,14.0,1.0,2.0,0.0,2014,Musculo-Skeletal System Drugs
262,2869,2014-09-21,1.0,3.02,6.0,12.4,7.0,0.0,0.0,3.0,2014,Musculo-Skeletal System Drugs
263,2870,2014-09-22,3.34,4.0,5.5,34.2,10.0,1.0,0.0,2.0,2014,Musculo-Skeletal System Drugs
264,2871,2014-09-23,3.0,3.34,5.5,26.0,10.0,0.0,1.0,2.0,2014,Musculo-Skeletal System Drugs
265,2872,2014-09-24,6.0,3.34,1.4,24.7,14.0,0.0,0.0,0.0,2014,Musculo-Skeletal System Drugs
266,2873,2014-09-25,4.68,6.34,8.2,49.15,15.0,1.0,1.0,5.0,2014,Musculo-Skeletal System Drugs
267,2874,2014-09-26,4.0,3.68,3.5,38.0,22.0,2.0,0.0,1.0,2014,Musculo-Skeletal System Drugs
268,2875,2014-09-27,4.0,2.0,6.0,46.3,18.0,0.0,0.0,4.0,2014,Musculo-Skeletal System Drugs
269,2876,2014-09-28,0.34,2.68,1.0,21.2,6.0,0.0,0.0,2.0,2014,Musculo-Skeletal System Drugs
270,2877,2014-09-29,7.0,3.68,2.3,29.8,12.0,0.0,10.0,4.0,2014,Musculo-Skeletal System Drugs
271,2878,2014-09-30,10.0,5.34,4.0,61.3,10.0,2.0,22.0,2.0,2014,Musculo-Skeletal System Drugs
272,2879,2014-01-10,2.34,0.0,2.4,44.0,15.0,0.0,11.0,2.0,2014,Musculo-Skeletal System Drugs
273,2880,2014-02-10,2.0,4.99,5.0,23.9,11.0,0.0,2.0,1.0,2014,Musculo-Skeletal System Drugs
274,2881,2014-03-10,4.33,1.34,5.9,44.14,12.0,0.0,11.0,2.0,2014,Musculo-Skeletal System Drugs
275,2882,2014-04-10,4.68,7.766,8.0,49.9,12.0,1.0,25.0,0.0,2014,Musculo-Skeletal System Drugs
276,2883,2014-05-10,2.0,3.34,3.0,19.0,1.0,0.0,0.0,3.0,2014,Musculo-Skeletal System Drugs
277,2884,2014-06-10,5.34,1.365,2.4,69.875,13.0,1.0,0.0,1.0,2014,Musculo-Skeletal System Drugs
278,2885,2014-07-10,3.0,4.34,2.2,41.7,17.0,1.0,5.0,0.0,2014,Musculo-Skeletal System Drugs
279,2886,2014-08-10,3.68,6.0,7.0,50.0,17.0,0.0,0.0,2.0,2014,Musculo-Skeletal System Drugs
280,2887,2014-09-10,1.0,4.69,6.0,48.2,10.0,2.0,5.0,0.0,2014,Musculo-Skeletal System Drugs
281,2888,2014-10-10,4.34,2.68,9.0,28.8,24.0,3.0,6.0,0.5,2014,Musculo-Skeletal System Drugs
282,2889,2014-11-10,3.34,3.68,5.0,35.9,15.0,0.0,0.0,5.0,2014,Musculo-Skeletal System Drugs
283,2890,2014-12-10,3.0,0.33,1.5,22.5,7.0,0.0,5.0,2.0,2014,Musculo-Skeletal System Drugs
284,2891,2014-10-13,1.68,4.0,6.2,31.9,11.0,0.0,1.0,2.0,2014,Musculo-Skeletal System Drugs
285,2892,2014-10-14,3.0,5.41,4.8,31.8,7.0,0.0,11.0,0.0,2014,Musculo-Skeletal System Drugs
286,2893,2014-10-15,1.33,6.35,3.5,23.7,14.0,1.0,2.0,4.0,2014,Musculo-Skeletal System Drugs
287,2894,2014-10-16,6.775,3.5103125,2.9375,58.921875,9.0625,0.625,5.0,2.1875,2014,Musculo-Skeletal System Drugs
288,2895,2014-10-17,3.0,2.34,3.4,42.0,22.0,3.0,0.0,2.0,2014,Musculo-Skeletal System Drugs
289,2896,2014-10-18,4.0,6.0,5.5,21.4,24.0,0.0,3.0,2.0,2014,Musculo-Skeletal System Drugs
290,2897,2014-10-19,3.33,3.0,2.0,13.9,9.0,0.0,6.0,1.0,2014,Musculo-Skeletal System Drugs
291,2898,2014-10-20,3.34,5.66,7.3,35.4,25.0,2.0,0.0,1.0,2014,Musculo-Skeletal System Drugs
292,2899,2014-10-21,2.34,4.34,6.4,14.3,11.0,0.0,20.0,1.0,2014,Musculo-Skeletal System Drugs
293,2900,2014-10-22,3.33,2.0,2.6,20.9,7.0,0.0,2.0,1.0,2014,Musculo-Skeletal System Drugs
294,2901,2014-10-23,1.34,4.33,0.0,32.2,7.0,1.0,0.0,0.0,2014,Musculo-Skeletal System Drugs
295,2902,2014-10-24,3.67,2.67,6.3,49.4,18.0,0.0,5.0,1.0,2014,Musculo-Skeletal System Drugs
296,2903,2014-10-25,2.33,5.14,1.0,31.0,21.0,0.0,2.0,5.0,2014,Musculo-Skeletal System Drugs
297,2904,2014-10-26,3.34,1.0,1.6,30.4,6.0,0.0,1.0,1.0,2014,Musculo-Skeletal System Drugs
298,2905,2014-10-27,8.34,4.55,4.0,25.3,17.0,1.0,3.0,0.0,2014,Musculo-Skeletal System Drugs
299,2906,2014-10-28,4.0,3.48,10.0,40.4,23.0,0.0,0.0,2.0,2014,Musculo-Skeletal System Drugs
300,2907,2014-10-29,5.0,1.0,6.6,41.0,20.0,2.0,27.0,1.0,2014,Musculo-Skeletal System Drugs
301,2908,2014-10-30,0.0,1.0,5.0,20.3,11.0,1.0,2.0,0.0,2014,Musculo-Skeletal System Drugs
302,2909,2014-10-31,2.0,2.45,4.0,31.0,16.0,0.0,0.0,2.0,2014,Musculo-Skeletal System Drugs
303,2910,2014-01-11,2.33,2.34,3.5,43.8,22.0,0.0,7.0,1.0,2014,Musculo-Skeletal System Drugs
304,2911,2014-02-11,4.0,0.0,1.0,2.0,3.5,0.0,0.0,1.0,2014,Musculo-Skeletal System Drugs
305,2912,2014-03-11,7.0,4.33,1.0,27.8,19.0,0.0,5.0,1.0,2014,Musculo-Skeletal System Drugs
306,2913,2014-04-11,6.33,1.0,5.2,26.5,15.0,0.0,0.0,1.0,2014,Musculo-Skeletal System Drugs
307,2914,2014-05-11,0.0,1.68,4.0,27.0,19.0,3.0,1.0,0.0,2014,Musculo-Skeletal System Drugs
308,2915,2014-06-11,6.0,2.34,5.2,23.4,23.0,1.0,0.0,0.0,2014,Musculo-Skeletal System Drugs
309,2916,2014-07-11,6.0,10.34,5.5,15.8,32.0,1.0,0.0,1.0,2014,Musculo-Skeletal System Drugs
310,2917,2014-08-11,12.0,7.02,6.0,34.4,24.0,0.0,17.0,2.2,2014,Musculo-Skeletal System Drugs
311,2918,2014-09-11,3.34,4.34,2.9,23.0,20.0,0.0,2.0,1.0,2014,Musculo-Skeletal System Drugs
312,2919,2014-10-11,1.0,5.32,3.3,24.3,13.0,0.0,7.0,1.0,2014,Musculo-Skeletal System Drugs
313,2920,2014-11-11,8.0,4.0,2.0,23.0,18.0,0.0,8.0,2.0,2014,Musculo-Skeletal System Drugs
314,2921,2014-12-11,3.0,5.0,4.0,25.0,16.0,0.0,3.0,0.0,2014,Musculo-Skeletal System Drugs
315,2922,2014-11-13,8.0,2.0,5.0,33.2,10.0,0.0,0.0,2.2,2014,Musculo-Skeletal System Drugs
316,2923,2014-11-14,5.34,0.0,6.0,29.4,20.0,1.0,2.0,3.0,2014,Musculo-Skeletal System Drugs
317,2924,2014-11-15,4.33,5.34,5.0,23.6,20.0,2.0,2.0,2.0,2014,Musculo-Skeletal System Drugs
318,2925,2014-11-16,2.0,2.68,6.0,18.6,13.0,1.0,0.0,0.0,2014,Musculo-Skeletal System Drugs
319,2926,2014-11-17,9.0,5.01,5.5,23.0,23.0,1.0,10.0,0.2,2014,Musculo-Skeletal System Drugs
320,2927,2014-11-18,2.67,2.0,5.0,19.3,10.5,1.0,0.0,1.0,2014,Musculo-Skeletal System Drugs
321,2928,2014-11-19,1.34,3.67,10.0,32.0,17.0,0.0,10.0,4.0,2014,Musculo-Skeletal System Drugs
322,2929,2014-11-20,4.0,7.0,5.0,18.8,13.0,0.0,8.0,0.0,2014,Musculo-Skeletal System Drugs
323,2930,2014-11-21,1.34,1.34,3.0,22.4,16.0,0.0,2.0,1.0,2014,Musculo-Skeletal System Drugs
324,2931,2014-11-22,6.0,2.34,3.0,23.7,15.0,1.0,8.0,1.4,2014,Musculo-Skeletal System Drugs
325,2932,2014-11-23,4.0,3.68,6.0,22.3,11.0,0.0,0.0,1.1,2014,Musculo-Skeletal System Drugs
326,2933,2014-11-24,4.0,3.0,6.0,30.6,19.0,1.0,1.0,2.1,2014,Musculo-Skeletal System Drugs
327,2934,2014-11-25,5.36,1.68,2.0,19.2,18.0,0.0,2.0,3.0,2014,Musculo-Skeletal System Drugs
328,2935,2014-11-26,3.0,5.0,6.0,21.0,13.0,3.0,11.0,2.0,2014,Musculo-Skeletal System Drugs
329,2936,2014-11-27,7.0,3.67,2.3,21.2,9.0,1.0,4.0,3.0,2014,Musculo-Skeletal System Drugs
330,2937,2014-11-28,3.02,1.4,15.0,15.9,12.0,1.0,2.0,1.0,2014,Musculo-Skeletal System Drugs
331,2938,2014-11-29,3.0,2.01,3.3,31.0,16.0,0.0,0.0,5.0,2014,Musculo-Skeletal System Drugs
332,2939,2014-11-30,5.68,1.33,5.0,22.6,9.0,1.0,0.0,2.0,2014,Musculo-Skeletal System Drugs
333,2940,2014-01-12,4.34,4.01,0.0,36.4,19.0,0.0,2.0,2.0,2014,Musculo-Skeletal System Drugs
334,2941,2014-02-12,6.99,4.33,3.7,7.8,26.0,0.0,4.0,1.0,2014,Musculo-Skeletal System Drugs
335,2942,2014-03-12,4.0,3.33,5.0,16.6,23.0,2.0,13.0,3.2,2014,Musculo-Skeletal System Drugs
336,2943,2014-04-12,3.0,4.34,3.6,28.7,16.0,1.0,1.0,0.0,2014,Musculo-Skeletal System Drugs
337,2944,2014-05-12,2.02,5.68,1.0,28.1,15.0,1.0,1.0,2.2,2014,Musculo-Skeletal System Drugs
338,2945,2014-06-12,3.34,3.68,1.0,12.4,9.0,0.0,7.0,1.0,2014,Musculo-Skeletal System Drugs
339,2946,2014-07-12,5.0,4.9110000000000005,4.0,45.7,6.0,0.0,12.0,0.0,2014,Musculo-Skeletal System Drugs
340,2947,2014-08-12,1.0,3.33,2.0,20.3,9.0,0.0,0.0,0.0,2014,Musculo-Skeletal System Drugs
341,2948,2014-09-12,1.0,2.34,7.0,27.28,12.0,1.0,0.0,2.0,2014,Musculo-Skeletal System Drugs
342,2949,2014-10-12,3.34,3.0,2.0,51.2,28.0,3.0,6.0,0.0,2014,Musculo-Skeletal System Drugs
343,2950,2014-11-12,2.34,5.33,7.0,16.3,21.0,2.0,0.0,0.0,2014,Musculo-Skeletal System Drugs
344,2951,2014-12-12,6.34,2.34,5.6,41.4,18.0,0.0,2.0,0.0,2014,Musculo-Skeletal System Drugs
345,2952,2014-12-13,1.0,3.34,2.4,25.1,11.0,1.0,7.0,0.0,2014,Musculo-Skeletal System Drugs
346,2953,2014-12-14,10.0,2.34,4.4,40.0,10.0,0.0,6.0,1.0,2014,Musculo-Skeletal System Drugs
347,2954,2014-12-15,5.34,4.02,7.64,42.2,14.0,1.0,9.0,1.0,2014,Musculo-Skeletal System Drugs
348,2955,2014-12-16,6.34,1.34,6.2,23.0,23.0,3.0,4.0,1.0,2014,Musculo-Skeletal System Drugs
349,2956,2014-12-17,3.0,3.67,3.5,28.0,17.0,2.0,8.0,0.0,2014,Musculo-Skeletal System Drugs
350,2957,2014-12-18,5.0,3.67,3.0,26.6,9.0,0.0,0.0,0.0,2014,Musculo-Skeletal System Drugs
351,2958,2014-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,Musculo-Skeletal System Drugs
352,2959,2014-12-20,1.0,3.66,2.0,31.3,9.0,0.0,0.0,3.0,2014,Musculo-Skeletal System Drugs
353,2960,2014-12-21,4.33,4.33,2.0,52.5,6.0,0.0,10.0,1.0,2014,Musculo-Skeletal System Drugs
354,2961,2014-12-22,3.34,4.68,2.2840000000000003,19.6,43.0,1.0,13.0,4.0,2014,Musculo-Skeletal System Drugs
355,2962,2014-12-23,10.5,3.0,4.6,40.4,13.0,2.0,15.0,0.0,2014,Musculo-Skeletal System Drugs
356,2963,2014-12-24,1.0,3.0,1.0,41.6,16.0,0.0,2.0,2.0,2014,Musculo-Skeletal System Drugs
357,2964,2014-12-25,8.34,2.0,9.5,31.0,16.0,0.0,2.0,2.0,2014,Musculo-Skeletal System Drugs
358,2965,2014-12-26,3.33,4.01,3.0,30.7,25.0,1.0,0.0,0.0,2014,Musculo-Skeletal System Drugs
359,2966,2014-12-27,7.33,5.34,4.4,39.0,26.0,0.0,9.0,3.0,2014,Musculo-Skeletal System Drugs
360,2967,2014-12-28,2.34,10.76,3.0,80.4,15.0,0.0,13.0,1.0,2014,Musculo-Skeletal System Drugs
361,2968,2014-12-29,2.33,3.66,4.0,40.0,5.0,1.0,2.0,0.0,2014,Musculo-Skeletal System Drugs
362,2969,2014-12-30,9.0,5.63,3.8,51.0,18.0,0.0,5.0,2.0,2014,Musculo-Skeletal System Drugs
363,2970,2014-12-31,5.67,6.33,2.5,41.08,14.0,3.0,10.0,1.0,2014,Musculo-Skeletal System Drugs
364,2971,2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Musculo-Skeletal System Drugs
365,2972,2015-02-01,6.0,5.33,4.9,50.8,13.0,0.0,6.25,2.0,2015,Musculo-Skeletal System Drugs
366,2973,2015-03-01,9.0,4.67,6.0,57.24,11.0,3.0,0.0,4.0,2015,Musculo-Skeletal System Drugs
367,2974,2015-04-01,4.68,8.92,3.5,60.1,4.0,0.0,2.0,1.0,2015,Musculo-Skeletal System Drugs
368,2975,2015-05-01,2.34,3.32,1.0,33.6,14.0,0.0,16.0,3.0,2015,Musculo-Skeletal System Drugs
369,2976,2015-06-01,3.0,9.37,7.3,42.0,13.0,0.0,3.0,0.0,2015,Musculo-Skeletal System Drugs
370,2977,2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Musculo-Skeletal System Drugs
371,2978,2015-08-01,2.0,7.077000000000001,1.2,46.4,13.0,1.0,1.0,2.0,2015,Musculo-Skeletal System Drugs
372,2979,2015-09-01,3.0,4.34,9.4,36.2,33.0,2.0,7.0,2.0,2015,Musculo-Skeletal System Drugs
373,2980,2015-10-01,6.0,5.864,7.0,32.6,14.0,3.0,1.0,1.0,2015,Musculo-Skeletal System Drugs
374,2981,2015-11-01,3.0,7.34,7.0,43.6,11.0,1.0,11.0,2.0,2015,Musculo-Skeletal System Drugs
375,2982,2015-12-01,2.33,3.34,7.5,36.6,18.0,0.0,6.0,1.0,2015,Musculo-Skeletal System Drugs
376,2983,2015-01-13,10.34,4.66,10.0,34.0,14.0,2.0,4.0,2.0,2015,Musculo-Skeletal System Drugs
377,2984,2015-01-14,3.0,3.34,5.0,23.0,20.0,0.0,1.0,0.0,2015,Musculo-Skeletal System Drugs
378,2985,2015-01-15,6.67,3.0,1.0,55.25,13.0,0.0,15.0,2.0,2015,Musculo-Skeletal System Drugs
379,2986,2015-01-16,6.33,5.99,3.8,43.0,16.0,2.0,6.0,2.0,2015,Musculo-Skeletal System Drugs
380,2987,2015-01-17,6.68,5.68,7.0,19.2,18.0,0.0,0.0,0.0,2015,Musculo-Skeletal System Drugs
381,2988,2015-01-18,4.0,4.34,4.5,20.4,16.0,0.0,0.0,2.0,2015,Musculo-Skeletal System Drugs
382,2989,2015-01-19,5.34,2.68,1.1,32.0,12.0,0.0,20.0,2.0,2015,Musculo-Skeletal System Drugs
383,2990,2015-01-20,4.34,0.33,6.0,38.0,24.0,1.0,4.0,1.0,2015,Musculo-Skeletal System Drugs
384,2991,2015-01-21,4.0,1.0,2.0,37.45,17.0,1.0,0.0,1.0,2015,Musculo-Skeletal System Drugs
385,2992,2015-01-22,4.0,1.34,4.0,21.4,19.0,0.0,0.0,1.0,2015,Musculo-Skeletal System Drugs
386,2993,2015-01-23,3.67,4.728,8.0,30.0,14.0,0.0,7.0,2.0,2015,Musculo-Skeletal System Drugs
387,2994,2015-01-24,4.34,3.33,9.2,49.7,31.0,0.0,22.0,1.0,2015,Musculo-Skeletal System Drugs
388,2995,2015-01-25,4.0,1.13,1.9,38.0,11.0,1.0,5.0,0.0,2015,Musculo-Skeletal System Drugs
389,2996,2015-01-26,8.5,4.67,4.0,34.4,15.0,0.0,13.0,0.0,2015,Musculo-Skeletal System Drugs
390,2997,2015-01-27,2.67,6.33,1.0,20.0,14.0,0.0,0.0,0.0,2015,Musculo-Skeletal System Drugs
391,2998,2015-01-28,3.0,5.34,3.0,32.0,18.0,3.0,5.0,3.0,2015,Musculo-Skeletal System Drugs
392,2999,2015-01-29,4.34,5.71,8.7,24.4,16.0,3.0,11.0,3.0,2015,Musculo-Skeletal System Drugs
393,3000,2015-01-30,1.0,1.068,1.0,20.5,19.0,1.0,0.0,0.0,2015,Musculo-Skeletal System Drugs
394,3001,2015-01-31,8.34,6.112,5.0,32.4,12.0,0.0,11.0,2.0,2015,Musculo-Skeletal System Drugs
395,3002,2015-01-02,4.34,7.35,7.0,35.6,7.0,1.0,0.0,1.0,2015,Musculo-Skeletal System Drugs
396,3003,2015-02-02,6.0,4.0,5.1,20.9,14.0,0.0,3.0,2.0,2015,Musculo-Skeletal System Drugs
397,3004,2015-03-02,3.33,3.0,6.2,24.2,18.0,0.0,6.0,5.0,2015,Musculo-Skeletal System Drugs
398,3005,2015-04-02,2.34,2.67,2.4,38.8,6.0,0.0,12.0,0.0,2015,Musculo-Skeletal System Drugs
399,3006,2015-05-02,2.0,5.57,3.0,24.85,12.0,0.0,2.0,1.0,2015,Musculo-Skeletal System Drugs
400,3007,2015-06-02,3.33,3.33,7.3,23.0,7.0,1.0,13.0,1.0,2015,Musculo-Skeletal System Drugs
401,3008,2015-07-02,2.0,5.0,1.9,33.6,9.0,0.0,0.0,2.0,2015,Musculo-Skeletal System Drugs
402,3009,2015-08-02,1.34,7.7589999999999995,5.7,29.9,8.0,0.0,0.0,0.0,2015,Musculo-Skeletal System Drugs
403,3010,2015-09-02,3.33,3.54,9.6,20.7,8.0,1.0,0.0,1.0,2015,Musculo-Skeletal System Drugs
404,3011,2015-10-02,3.66,8.67,7.0,33.0,11.0,0.0,6.0,3.0,2015,Musculo-Skeletal System Drugs
405,3012,2015-11-02,3.0,5.14,3.6,48.5,16.0,0.0,20.0,2.0,2015,Musculo-Skeletal System Drugs
406,3013,2015-12-02,3.0,4.0,6.0,23.82,11.0,1.0,5.0,0.0,2015,Musculo-Skeletal System Drugs
407,3014,2015-02-13,6.01,4.23,7.0,29.6,11.0,1.0,22.0,1.0,2015,Musculo-Skeletal System Drugs
408,3015,2015-02-14,4.33,1.736,6.7,29.2,13.0,1.0,5.0,4.0,2015,Musculo-Skeletal System Drugs
409,3016,2015-02-15,11.68,2.33,4.3,38.0,7.0,0.0,7.0,2.0,2015,Musculo-Skeletal System Drugs
410,3017,2015-02-16,3.01,3.75,4.0,40.1,4.0,0.0,10.0,0.0,2015,Musculo-Skeletal System Drugs
411,3018,2015-02-17,5.33,8.693,4.0,36.2,3.0,0.0,6.0,1.0,2015,Musculo-Skeletal System Drugs
412,3019,2015-02-18,1.0,2.66,1.33,36.211999999999996,4.0,0.0,11.0,0.0,2015,Musculo-Skeletal System Drugs
413,3020,2015-02-19,2.0,3.332,4.0,36.7,2.0,2.0,6.0,3.0,2015,Musculo-Skeletal System Drugs
414,3021,2015-02-20,5.33,4.66,0.5,27.0,5.0,0.0,25.0,6.0,2015,Musculo-Skeletal System Drugs
415,3022,2015-02-21,3.0,5.347,4.8,57.0,9.0,0.0,0.0,3.0,2015,Musculo-Skeletal System Drugs
416,3023,2015-02-22,2.0,4.34,2.0,50.6,7.0,0.0,11.0,1.0,2015,Musculo-Skeletal System Drugs
417,3024,2015-02-23,5.0,3.16,7.5,55.4,9.0,0.0,20.0,0.0,2015,Musculo-Skeletal System Drugs
418,3025,2015-02-24,3.68,3.34,6.2,22.07,11.0,0.0,11.0,2.0,2015,Musculo-Skeletal System Drugs
419,3026,2015-02-25,7.0,6.33,6.1,24.0,8.0,0.0,2.0,2.0,2015,Musculo-Skeletal System Drugs
420,3027,2015-02-26,6.0,2.0,2.0,36.7,13.0,0.0,1.0,1.0,2015,Musculo-Skeletal System Drugs
421,3028,2015-02-27,6.33,4.473,5.0,51.0,1.0,1.0,0.0,0.0,2015,Musculo-Skeletal System Drugs
422,3029,2015-02-28,6.34,3.33,1.6,26.6,9.0,0.0,4.0,3.0,2015,Musculo-Skeletal System Drugs
423,3030,2015-01-03,9.0,7.893,2.7,25.9,3.0,4.0,0.0,4.0,2015,Musculo-Skeletal System Drugs
424,3031,2015-02-03,6.67,4.68,3.5,40.7,6.0,1.0,2.0,3.0,2015,Musculo-Skeletal System Drugs
425,3032,2015-03-03,8.0,6.03,4.5,45.6,14.0,0.0,1.0,4.0,2015,Musculo-Skeletal System Drugs
426,3033,2015-04-03,9.68,5.67,3.3,46.85,4.0,0.0,11.0,1.0,2015,Musculo-Skeletal System Drugs
427,3034,2015-05-03,6.0,2.33,3.0,35.0,2.0,0.0,0.0,0.0,2015,Musculo-Skeletal System Drugs
428,3035,2015-06-03,2.0,2.67,6.0,19.8,4.0,0.0,1.0,1.0,2015,Musculo-Skeletal System Drugs
429,3036,2015-07-03,3.33,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2015,Musculo-Skeletal System Drugs
430,3037,2015-08-03,6.0,3.397,2.4,55.4,9.0,0.0,2.0,1.0,2015,Musculo-Skeletal System Drugs
431,3038,2015-09-03,2.0,3.0,5.0,32.7,10.0,0.0,1.0,1.0,2015,Musculo-Skeletal System Drugs
432,3039,2015-10-03,1.34,3.66,5.0,40.4,6.0,0.0,6.0,3.0,2015,Musculo-Skeletal System Drugs
433,3040,2015-11-03,11.0,5.0,3.2,32.0,9.0,0.0,4.0,0.0,2015,Musculo-Skeletal System Drugs
434,3041,2015-12-03,2.68,6.3870000000000005,6.1,19.0,5.0,0.0,2.0,3.0,2015,Musculo-Skeletal System Drugs
435,3042,2015-03-13,4.0,3.33,6.7,63.4,11.0,2.0,1.0,0.0,2015,Musculo-Skeletal System Drugs
436,3043,2015-03-14,2.66,4.33,4.0,39.1,9.0,0.0,9.0,3.0,2015,Musculo-Skeletal System Drugs
437,3044,2015-03-15,3.34,4.16,3.0,41.0,3.0,0.0,12.0,3.0,2015,Musculo-Skeletal System Drugs
438,3045,2015-03-16,8.0,3.01,4.9,46.8,8.0,0.0,0.0,1.0,2015,Musculo-Skeletal System Drugs
439,3046,2015-03-17,5.0,3.0,4.6,28.8,9.0,1.0,2.0,0.0,2015,Musculo-Skeletal System Drugs
